AccountNumber,Balance
ACC104988,388261.82
ACC104989,175738.18
ACC104990,145284.33
ACC104991,505458.41
ACC104992,870536.86
ACC104993,805565.30
ACC104994,201031.86
ACC104995,167726.33
ACC104996,803420.21
ACC104997,641541.91
ACC104998,663271.49
ACC104999,956458.28
ACC105000,645783.50
ACC105001,29619.95
ACC105002,475786.51
ACC105003,247523.06
ACC105004,592246.86
ACC105005,126090.13
ACC105006,946415.99
ACC105007,468590.41
ACC105008,743501.64
ACC105009,108159.15
ACC105010,90912.25
ACC105011,990226.15
ACC105012,780365.12
ACC105013,410368.74
ACC105014,915548.14
ACC105015,894593.45
ACC105016,268640.93
ACC105017,98185.85
ACC105018,630366.69
ACC105019,586619.99
ACC105020,954856.78
ACC105021,459887.68
ACC105022,798433.23
ACC105023,461503.48
ACC105024,54387.06
ACC105025,903597.96
ACC105026,743354.02
ACC105027,172380.18
ACC105028,953340.20
ACC105029,248001.02
ACC105030,207667.15
ACC105031,472868.73
ACC105032,503902.02
ACC105033,462867.10
ACC105034,718491.15
ACC105035,151028.83
ACC105036,559573.79
ACC105037,349067.67
ACC105038,934033.03
ACC105039,844037.09
ACC105040,951929.39
ACC105041,177241.85
ACC105042,705212.19
ACC105043,356583.90
ACC105044,334139.36
ACC105045,89694.94
ACC105046,310748.32
ACC105047,190634.17
ACC105048,828569.46
ACC105049,741467.33
ACC105050,351590.54
ACC105051,99770.06
ACC105052,26260.24
ACC105053,263807.33
ACC105054,861532.08
ACC105055,597848.73
ACC105056,185028.92
ACC105057,436513.54
ACC105058,945258.80
ACC105059,329158.03
ACC105060,170308.54
ACC105061,824782.45
ACC105062,812922.13
ACC105063,615642.81
ACC105064,358649.52
ACC105065,281304.46
ACC105066,501605.60
ACC105067,486099.84
ACC105068,838056.64
ACC105069,55396.33
ACC105070,588771.71
ACC105071,862503.78
ACC105072,852020.87
ACC105073,887940.31
ACC105074,210929.51
ACC105075,699826.95
ACC105076,675227.18
ACC105077,973820.62
ACC105078,262355.53
ACC105079,337855.34
ACC105080,628481.51
ACC105081,862404.90
ACC105082,313729.62
ACC105083,416578.47
ACC105084,588396.64
ACC105085,291413.34
ACC105086,809014.62
ACC105087,400744.96
ACC105088,393813.52
ACC105089,900250.60
ACC105090,350812.19
ACC105091,644126.91
ACC105092,855806.84
ACC105093,825545.78
ACC105094,469769.94
ACC105095,949924.44
ACC105096,701434.64
ACC105097,154252.62
ACC105098,172393.46
ACC105099,410568.22
ACC105100,483139.31
ACC105101,408207.57
ACC105102,553834.13
ACC105103,317941.45
ACC105104,865893.50
ACC105105,408525.39
ACC105106,317877.93
ACC105107,63743.78
ACC105108,942807.07
ACC105109,668632.15
ACC105110,605451.49
ACC105111,739358.64
ACC105112,946971.76
ACC105113,181092.71
ACC105114,625492.29
ACC105115,525161.11
ACC105116,842818.58
ACC105117,115684.78
ACC105118,727995.39
ACC105119,710717.79
ACC105120,404198.34
ACC105121,724404.13
ACC105122,138454.03
ACC105123,729780.69
ACC105124,988768.50
ACC105125,543255.29
ACC105126,395753.32
ACC105127,357366.18
ACC105128,139080.55
ACC105129,600789.72
ACC105130,631855.00
ACC105131,680536.17
ACC105132,940009.95
ACC105133,589397.97
ACC105134,161328.81
ACC105135,629762.31
ACC105136,39856.13
ACC105137,307345.38
ACC105138,491939.35
ACC105139,963955.02
ACC105140,88563.05
ACC105141,27460.23
ACC105142,44090.21
ACC105143,169378.25
ACC105144,231071.81
ACC105145,62240.77
ACC105146,576955.43
ACC105147,710746.62
ACC105148,696814.25
ACC105149,994942.95
ACC105150,512595.85
ACC105151,861815.51
ACC105152,617792.32
ACC105153,841942.32
ACC105154,376261.72
ACC105155,192725.55
ACC105156,677561.32
ACC105157,533334.18
ACC105158,341425.32
ACC105159,672252.18
ACC105160,491744.89
ACC105161,196343.18
ACC105162,651865.93
ACC105163,634936.53
ACC105164,777458.61
ACC105165,739658.43
ACC105166,720346.72
ACC105167,125837.83
ACC105168,214203.90
ACC105169,356292.65
ACC105170,284077.59
ACC105171,999348.86
ACC105172,582417.23
ACC105173,707984.08
ACC105174,491249.15
ACC105175,533154.08
ACC105176,307920.30
ACC105177,855516.86
ACC105178,40453.14
ACC105179,653987.15
ACC105180,581014.80
ACC105181,26630.75
ACC105182,305770.59
ACC105183,28357.31
ACC105184,467900.56
ACC105185,606423.41
ACC105186,494713.89
ACC105187,258865.65
ACC105188,49469.78
ACC105189,284318.79
ACC105190,84050.60
ACC105191,665121.34
ACC105192,258339.69
ACC105193,956781.49
ACC105194,379815.91
ACC105195,377593.26
ACC105196,569234.51
ACC105197,196003.51
ACC105198,142537.61
ACC105199,462996.83
ACC105200,540513.20
ACC105201,511770.44
ACC105202,916852.05
ACC105203,541016.71
ACC105204,485762.13
ACC105205,996635.80
ACC105206,766280.39
ACC105207,974304.75
ACC105208,963932.69
ACC105209,473388.20
ACC105210,128965.36
ACC105211,746768.71
ACC105212,514501.90
ACC105213,388591.74
ACC105214,198633.51
ACC105215,799181.14
ACC105216,980569.47
ACC105217,886712.44
ACC105218,996954.12
ACC105219,696088.54
ACC105220,357677.59
ACC105221,106013.00
ACC105222,178806.47
ACC105223,173890.26
ACC105224,209451.28
ACC105225,110006.07
ACC105226,140747.31
ACC105227,236782.09
ACC105228,102903.52
ACC105229,926800.74
ACC105230,685186.08
ACC105231,425023.45
ACC105232,166436.62
ACC105233,173159.77
ACC105234,188431.33
ACC105235,768688.69
ACC105236,622193.18
ACC105237,790504.66
ACC105238,439861.82
ACC105239,149700.61
ACC105240,711471.15
ACC105241,146463.29
ACC105242,142006.61
ACC105243,685521.80
ACC105244,407415.04
ACC105245,47849.71
ACC105246,177284.00
ACC105247,129391.87
ACC105248,653131.49
ACC105249,479198.04
ACC105250,466554.53
ACC105251,944450.78
ACC105252,385750.00
ACC105253,295142.53
ACC105254,977484.18
ACC105255,522476.36
ACC105256,317760.26
ACC105257,925042.99
ACC105258,476993.93
ACC105259,472290.97
ACC105260,786205.57
ACC105261,324299.94
ACC105262,111787.79
ACC105263,858155.33
ACC105264,177997.75
ACC105265,658786.16
ACC105266,494107.02
ACC105267,964669.20
ACC105268,115741.09
ACC105269,886741.35
ACC105270,956448.30
ACC105271,731836.88
ACC105272,773014.62
ACC105273,526333.76
ACC105274,699014.55
ACC105275,292031.97
ACC105276,611058.92
ACC105277,516887.81
ACC105278,317133.02
ACC105279,339609.36
ACC105280,490250.17
ACC105281,687509.29
ACC105282,742779.53
ACC105283,503863.49
ACC105284,29616.26
ACC105285,548509.18
ACC105286,904689.99
ACC105287,236920.85
ACC105288,895961.31
ACC105289,28634.83
ACC105290,455319.53
ACC105291,239980.68
ACC105292,380912.11
ACC105293,84662.41
ACC105294,920125.62
ACC105295,944081.53
ACC105296,839386.29
ACC105297,999386.40
ACC105298,265307.26
ACC105299,15272.45
ACC105300,96604.27
ACC105301,539462.36
ACC105302,74222.80
ACC105303,298706.56
ACC105304,402828.59
ACC105305,15916.06
ACC105306,190238.79
ACC105307,581750.36
ACC105308,735511.06
ACC105309,17427.88
ACC105310,234729.40
ACC105311,562716.44
ACC105312,377465.04
ACC105313,249732.47
ACC105314,463349.40
ACC105315,559277.87
ACC105316,167052.09
ACC105317,613645.14
ACC105318,921546.41
ACC105319,909011.85
ACC105320,22183.23
ACC105321,709332.44
ACC105322,181556.66
ACC105323,763845.33
ACC105324,854183.45
ACC105325,485490.36
ACC105326,17845.82
ACC105327,660440.61
ACC105328,70252.78
ACC105329,909075.44
ACC105330,506110.46
ACC105331,139758.04
ACC105332,724381.32
ACC105333,214154.16
ACC105334,412547.64
ACC105335,291173.63
ACC105336,376135.12
ACC105337,277293.39
ACC105338,385129.45
ACC105339,129604.24
ACC105340,694728.95
ACC105341,751709.77
ACC105342,767085.90
ACC105343,318106.95
ACC105344,652236.44
ACC105345,413127.83
ACC105346,734704.07
ACC105347,903370.79
ACC105348,794661.99
ACC105349,196967.30
ACC105350,326893.34
ACC105351,437407.38
ACC105352,122908.84
ACC105353,729086.75
ACC105354,592745.26
ACC105355,835573.01
ACC105356,637426.28
ACC105357,850856.13
ACC105358,425534.28
ACC105359,518818.77
ACC105360,90503.71
ACC105361,43813.08
ACC105362,687258.93
ACC105363,966766.44
ACC105364,438803.32
ACC105365,629577.61
ACC105366,426915.63
ACC105367,367845.96
ACC105368,785782.72
ACC105369,107057.38
ACC105370,408225.92
ACC105371,593307.55
ACC105372,19157.76
ACC105373,581270.65
ACC105374,948505.49
ACC105375,363433.83
ACC105376,952490.61
ACC105377,356346.48
ACC105378,159766.76
ACC105379,76730.24
ACC105380,402361.80
ACC105381,109431.58
ACC105382,725989.25
ACC105383,376258.47
ACC105384,943394.83
ACC105385,182340.56
ACC105386,526771.26
ACC105387,481606.11
ACC105388,992650.99
ACC105389,263831.48
ACC105390,457292.54
ACC105391,560247.76
ACC105392,452596.25
ACC105393,477370.85
ACC105394,827672.63
ACC105395,788254.64
ACC105396,407966.41
ACC105397,67172.25
ACC105398,481401.18
ACC105399,927448.48
ACC105400,76416.29
ACC105401,449149.94
ACC105402,862545.44
ACC105403,604171.39
ACC105404,385837.55
ACC105405,793224.22
ACC105406,184907.44
ACC105407,823857.22
ACC105408,302664.51
ACC105409,779147.03
ACC105410,13207.52
ACC105411,705541.03
ACC105412,545361.02
ACC105413,689687.12
ACC105414,346712.36
ACC105415,661332.14
ACC105416,685591.75
ACC105417,692620.35
ACC105418,969505.41
ACC105419,917702.16
ACC105420,746329.18
ACC105421,506516.94
ACC105422,968814.12
ACC105423,588202.98
ACC105424,231333.30
ACC105425,514798.79
ACC105426,853462.78
ACC105427,40931.55
ACC105428,314064.07
ACC105429,837960.50
ACC105430,258611.63
ACC105431,928696.07
ACC105432,266147.02
ACC105433,745205.07
ACC105434,280471.81
ACC105435,795414.74
ACC105436,476010.80
ACC105437,254040.11
ACC105438,675653.47
ACC105439,558792.34
ACC105440,417250.71
ACC105441,809612.60
ACC105442,754207.13
ACC105443,236770.17
ACC105444,763645.28
ACC105445,474730.70
ACC105446,483261.82
ACC105447,523634.52
ACC105448,363563.91
ACC105449,896628.07
ACC105450,639441.83
ACC105451,790994.15
ACC105452,180751.03
ACC105453,337571.06
ACC105454,972960.59
ACC105455,649101.54
ACC105456,461158.41
ACC105457,633392.17
ACC105458,204445.55
ACC105459,85193.71
ACC105460,326619.68
ACC105461,156951.99
ACC105462,377138.20
ACC105463,907666.78
ACC105464,535722.30
ACC105465,482390.61
ACC105466,732144.19
ACC105467,167974.82
ACC105468,980229.75
ACC105469,700823.17
ACC105470,182874.07
ACC105471,736157.68
ACC105472,341842.36
ACC105473,108867.43
ACC105474,766720.59
ACC105475,730852.54
ACC105476,678958.74
ACC105477,68060.99
ACC105478,307358.84
ACC105479,640533.78
ACC105480,486409.31
ACC105481,95832.91
ACC105482,729836.66
ACC105483,589551.17
ACC105484,222882.77
ACC105485,907239.74
ACC105486,432837.79
ACC105487,770300.34
ACC105488,880950.60
ACC105489,761158.41
ACC105490,658155.71
ACC105491,251560.76
ACC105492,353218.79
ACC105493,75047.98
ACC105494,296507.40
ACC105495,302674.77
ACC105496,965195.71
ACC105497,988750.09
ACC105498,811345.47
ACC105499,623817.73
ACC105500,940963.90
ACC105501,400092.65
ACC105502,888294.50
ACC105503,734123.01
ACC105504,251678.18
ACC105505,233293.75
ACC105506,297240.89
ACC105507,91876.38
ACC105508,359286.51
ACC105509,315332.82
ACC105510,836947.90
ACC105511,584383.31
ACC105512,958679.55
ACC105513,175563.17
ACC105514,988346.89
ACC105515,369438.97
ACC105516,890724.02
ACC105517,529885.49
ACC105518,332371.96
ACC105519,945594.06
ACC105520,886319.44
ACC105521,772783.81
ACC105522,491360.35
ACC105523,84610.94
ACC105524,527741.69
ACC105525,828445.50
ACC105526,429631.97
ACC105527,966643.37
ACC105528,578096.88
ACC105529,546044.48
ACC105530,748891.24
ACC105531,856748.96
ACC105532,282707.41
ACC105533,924061.63
ACC105534,677561.02
ACC105535,230357.46
ACC105536,547687.26
ACC105537,304248.60
ACC105538,690062.61
ACC105539,375268.88
ACC105540,930837.10
ACC105541,727511.47
ACC105542,242397.93
ACC105543,478644.70
ACC105544,238299.76
ACC105545,841597.95
ACC105546,994168.88
ACC105547,699280.49
ACC105548,977165.29
ACC105549,594016.75
ACC105550,24385.97
ACC105551,378213.20
ACC105552,729399.80
ACC105553,243100.31
ACC105554,769072.51
ACC105555,844416.70
ACC105556,956095.70
ACC105557,375541.67
ACC105558,542762.28
ACC105559,36978.20
ACC105560,583101.39
ACC105561,640093.99
ACC105562,843518.39
ACC105563,390724.01
ACC105564,609586.47
ACC105565,314416.25
ACC105566,512067.13
ACC105567,548777.41
ACC105568,210034.02
ACC105569,845280.59
ACC105570,900045.67
ACC105571,502981.64
ACC105572,487524.80
ACC105573,131527.06
ACC105574,290203.42
ACC105575,921510.79
ACC105576,681988.52
ACC105577,54259.05
ACC105578,692677.08
ACC105579,882316.34
ACC105580,951345.35
ACC105581,829817.20
ACC105582,766175.47
ACC105583,931322.14
ACC105584,986146.87
ACC105585,428052.40
ACC105586,991064.88
ACC105587,325480.24
ACC105588,719447.68
ACC105589,121338.10
ACC105590,382937.31
ACC105591,872940.06
ACC105592,933200.79
ACC105593,578619.93
ACC105594,140273.60
ACC105595,895658.84
ACC105596,310466.85
ACC105597,353595.06
ACC105598,168279.64
ACC105599,313794.79
ACC105600,349163.19
ACC105601,936846.72
ACC105602,192878.93
ACC105603,116176.35
ACC105604,147952.15
ACC105605,538428.74
ACC105606,164185.66
ACC105607,187028.69
ACC105608,278177.74
ACC105609,650002.73
ACC105610,187562.71
ACC105611,395965.47
ACC105612,167508.74
ACC105613,764175.04
ACC105614,592585.01
ACC105615,926017.26
ACC105616,291131.12
ACC105617,553163.78
ACC105618,925883.43
ACC105619,793169.05
ACC105620,94956.46
ACC105621,989345.12
ACC105622,552935.94
ACC105623,480518.18
ACC105624,102372.44
ACC105625,276586.45
ACC105626,306402.26
ACC105627,820740.45
ACC105628,801561.11
ACC105629,223568.22
ACC105630,164564.94
ACC105631,262064.90
ACC105632,84344.65
ACC105633,568529.14
ACC105634,102843.91
ACC105635,705410.16
ACC105636,459892.32
ACC105637,369039.05
ACC105638,434193.89
ACC105639,583722.88
ACC105640,467432.73
ACC105641,380511.44
ACC105642,770472.41
ACC105643,578885.61
ACC105644,261363.04
ACC105645,433212.27
ACC105646,326584.29
ACC105647,76824.90
ACC105648,249833.16
ACC105649,289504.25
ACC105650,712361.14
ACC105651,337651.43
ACC105652,54005.16
ACC105653,730986.03
ACC105654,663728.05
ACC105655,944803.08
ACC105656,59749.43
ACC105657,319042.34
ACC105658,844737.00
ACC105659,175237.47
ACC105660,146536.27
ACC105661,312116.89
ACC105662,965515.04
ACC105663,381734.60
ACC105664,589718.40
ACC105665,268751.98
ACC105666,698078.47
ACC105667,58321.44
ACC105668,32271.56
ACC105669,797108.16
ACC105670,342306.48
ACC105671,210718.27
ACC105672,350371.88
ACC105673,19285.76
ACC105674,258147.00
ACC105675,625533.90
ACC105676,873936.41
ACC105677,352314.01
ACC105678,927344.25
ACC105679,714699.37
ACC105680,698438.56
ACC105681,497156.50
ACC105682,218631.61
ACC105683,315332.12
ACC105684,27933.77
ACC105685,392501.47
ACC105686,704425.75
ACC105687,319859.75
ACC105688,601290.55
ACC105689,291462.80
ACC105690,494586.39
ACC105691,606810.63
ACC105692,784121.03
ACC105693,326612.51
ACC105694,453773.90
ACC105695,269190.25
ACC105696,477839.48
ACC105697,981998.17
ACC105698,63340.40
ACC105699,814815.13
ACC105700,354651.59
ACC105701,459968.23
ACC105702,286532.05
ACC105703,801363.17
ACC105704,53086.84
ACC105705,825736.04
ACC105706,457059.98
ACC105707,758227.33
ACC105708,572935.04
ACC105709,743657.81
ACC105710,95813.33
ACC105711,347521.16
ACC105712,161133.05
ACC105713,256182.86
ACC105714,628642.80
ACC105715,167787.72
ACC105716,871271.36
ACC105717,139353.71
ACC105718,679734.52
ACC105719,596100.61
ACC105720,858950.19
ACC105721,327591.34
ACC105722,860123.61
ACC105723,777323.38
ACC105724,673213.33
ACC105725,625296.02
ACC105726,559363.51
ACC105727,723305.90
ACC105728,340722.90
ACC105729,233526.16
ACC105730,960271.19
ACC105731,459748.41
ACC105732,964212.06
ACC105733,316687.69
ACC105734,592010.72
ACC105735,964352.40
ACC105736,380062.23
ACC105737,276774.29
ACC105738,25556.37
ACC105739,696703.44
ACC105740,991600.43
ACC105741,21242.88
ACC105742,17793.63
ACC105743,308094.82
ACC105744,514897.16
ACC105745,85092.12
ACC105746,336170.65
ACC105747,408202.33
ACC105748,152468.74
ACC105749,278130.86
ACC105750,494904.38
ACC105751,75158.61
ACC105752,67348.25
ACC105753,924781.44
ACC105754,386275.15
ACC105755,896152.45
ACC105756,525487.63
ACC105757,826057.30
ACC105758,276510.03
ACC105759,637191.16
ACC105760,608388.50
ACC105761,421586.80
ACC105762,905159.65
ACC105763,373116.20
ACC105764,800232.96
ACC105765,833725.52
ACC105766,529715.22
ACC105767,562350.29
ACC105768,734595.71
ACC105769,915906.02
ACC105770,453491.28
ACC105771,355180.72
ACC105772,325066.94
ACC105773,453419.53
ACC105774,504516.97
ACC105775,789647.09
ACC105776,21801.29
ACC105777,456806.37
ACC105778,986332.74
ACC105779,905303.09
ACC105780,562130.67
ACC105781,545951.32
ACC105782,88181.08
ACC105783,842260.27
ACC105784,557940.07
ACC105785,36838.49
ACC105786,462109.44
ACC105787,570998.26
ACC105788,395502.52
ACC105789,642714.30
ACC105790,807970.04
ACC105791,77439.39
ACC105792,644905.93
ACC105793,527140.08
ACC105794,314205.59
ACC105795,277736.73
ACC105796,796077.02
ACC105797,408085.51
ACC105798,552652.10
ACC105799,388113.78
ACC105800,256717.77
ACC105801,639821.85
ACC105802,409368.65
ACC105803,786919.22
ACC105804,934219.13
ACC105805,212918.27
ACC105806,300721.23
ACC105807,88824.90
ACC105808,468800.57
ACC105809,562127.72
ACC105810,894602.04
ACC105811,404795.70
ACC105812,748748.47
ACC105813,637367.94
ACC105814,800757.27
ACC105815,646098.70
ACC105816,110686.36
ACC105817,314361.45
ACC105818,881725.57
ACC105819,866195.64
ACC105820,478307.96
ACC105821,968792.49
ACC105822,66856.67
ACC105823,640875.64
ACC105824,71939.62
ACC105825,941071.94
ACC105826,996283.52
ACC105827,854437.05
ACC105828,778672.15
ACC105829,967970.66
ACC105830,819562.91
ACC105831,108115.43
ACC105832,198611.81
ACC105833,62489.55
ACC105834,234979.87
ACC105835,426281.14
ACC105836,367049.29
ACC105837,524379.29
ACC105838,620226.34
ACC105839,36193.50
ACC105840,695029.89
ACC105841,290705.15
ACC105842,593320.49
ACC105843,258299.95
ACC105844,261932.28
ACC105845,978772.37
ACC105846,64223.63
ACC105847,866206.66
ACC105848,393223.11
ACC105849,752584.72
ACC105850,502641.89
ACC105851,668524.23
ACC105852,174552.81
ACC105853,258804.06
ACC105854,295965.84
ACC105855,118804.83
ACC105856,339793.55
ACC105857,618911.11
ACC105858,933206.24
ACC105859,664738.62
ACC105860,575493.87
ACC105861,950937.39
ACC105862,956125.27
ACC105863,413666.48
ACC105864,607533.93
ACC105865,226745.65
ACC105866,747542.44
ACC105867,488291.28
ACC105868,447514.70
ACC105869,189381.59
ACC105870,19010.64
ACC105871,784234.45
ACC105872,266598.61
ACC105873,479501.29
ACC105874,705712.72
ACC105875,479785.32
ACC105876,783143.55
ACC105877,780299.40
ACC105878,195520.12
ACC105879,867829.60
ACC105880,797531.55
ACC105881,466719.95
ACC105882,131684.75
ACC105883,230519.17
ACC105884,373092.21
ACC105885,67027.21
ACC105886,94602.28
ACC105887,278759.64
ACC105888,605956.32
ACC105889,423045.84
ACC105890,197488.63
ACC105891,251042.82
ACC105892,379047.69
ACC105893,409549.87
ACC105894,63654.23
ACC105895,469539.88
ACC105896,226232.90
ACC105897,563387.34
ACC105898,309338.71
ACC105899,715697.66
ACC105900,771895.23
ACC105901,258972.45
ACC105902,405786.89
ACC105903,792843.60
ACC105904,428885.77
ACC105905,438759.24
ACC105906,67399.73
ACC105907,999506.52
ACC105908,673927.52
ACC105909,295231.15
ACC105910,609387.06
ACC105911,524298.76
ACC105912,444107.95
ACC105913,734797.79
ACC105914,708377.17
ACC105915,11281.50
ACC105916,41095.05
ACC105917,933785.54
ACC105918,552905.85
ACC105919,43748.67
ACC105920,791145.97
ACC105921,772440.73
ACC105922,187611.24
ACC105923,544316.50
ACC105924,368851.62
ACC105925,424534.28
ACC105926,935303.23
ACC105927,560093.36
ACC105928,600870.08
ACC105929,67764.20
ACC105930,64854.51
ACC105931,323532.04
ACC105932,372650.56
ACC105933,43696.57
ACC105934,430078.56
ACC105935,32329.27
ACC105936,356334.73
ACC105937,675469.30
ACC105938,35412.54
ACC105939,195438.96
ACC105940,661645.54
ACC105941,356901.47
ACC105942,178316.40
ACC105943,16904.16
ACC105944,433633.76
ACC105945,358009.75
ACC105946,745827.45
ACC105947,754788.82
ACC105948,981651.28
ACC105949,499227.26
ACC105950,743677.62
ACC105951,799004.47
ACC105952,922855.02
ACC105953,529853.49
ACC105954,140783.98
ACC105955,529277.60
ACC105956,580918.50
ACC105957,785433.20
ACC105958,659765.45
ACC105959,32892.49
ACC105960,536439.36
ACC105961,703870.06
ACC105962,515417.83
ACC105963,181170.50
ACC105964,619777.83
ACC105965,301125.51
ACC105966,997795.94
ACC105967,463910.24
ACC105968,579748.29
ACC105969,914335.84
ACC105970,134705.88
ACC105971,602214.42
ACC105972,862707.53
ACC105973,183100.17
ACC105974,830002.79
ACC105975,872267.62
ACC105976,406145.27
ACC105977,178549.89
ACC105978,949117.89
ACC105979,845705.79
ACC105980,958879.50
ACC105981,774604.54
ACC105982,391706.14
ACC105983,66231.51
ACC105984,726395.24
ACC105985,96551.89
ACC105986,823209.78
ACC105987,107080.55
ACC105988,34738.46
ACC105989,888759.79
ACC105990,282474.86
ACC105991,439833.63
ACC105992,699687.04
ACC105993,165934.73
ACC105994,321337.47
ACC105995,291893.89
ACC105996,449668.92
ACC105997,730886.84
ACC105998,144312.28
ACC105999,827713.76
ACC106000,721083.49
ACC106001,346244.08
ACC106002,882171.80
ACC106003,17556.46
ACC106004,33304.43
ACC106005,377977.39
ACC106006,502294.85
ACC106007,317215.87
ACC106008,297703.76
ACC106009,914956.76
ACC106010,171193.48
ACC106011,842694.67
ACC106012,930534.18
ACC106013,811052.73
ACC106014,810593.51
ACC106015,275354.34
ACC106016,453442.69
ACC106017,794530.28
ACC106018,547848.27
ACC106019,235501.98
ACC106020,67761.34
ACC106021,883652.19
ACC106022,854307.50
ACC106023,15767.14
ACC106024,549531.78
ACC106025,727515.87
ACC106026,301541.71
ACC106027,489948.51
ACC106028,751467.86
ACC106029,687193.57
ACC106030,35040.10
ACC106031,588273.61
ACC106032,445746.62
ACC106033,104226.87
ACC106034,918153.46
ACC106035,676216.07
ACC106036,17640.61
ACC106037,241447.79
ACC106038,205646.26
ACC106039,731153.61
ACC106040,364565.30
ACC106041,254955.05
ACC106042,526250.53
ACC106043,339225.88
ACC106044,648113.30
ACC106045,505869.76
ACC106046,147081.59
ACC106047,953765.54
ACC106048,968082.59
ACC106049,536226.67
ACC106050,349679.53
ACC106051,346626.16
ACC106052,987379.10
ACC106053,95027.67
ACC106054,717782.51
ACC106055,284620.30
ACC106056,464984.52
ACC106057,518090.71
ACC106058,750717.06
ACC106059,395106.58
ACC106060,90928.30
ACC106061,138873.33
ACC106062,353507.17
ACC106063,167528.21
ACC106064,662388.07
ACC106065,46931.48
ACC106066,325458.69
ACC106067,851407.21
ACC106068,543666.24
ACC106069,276094.94
ACC106070,443066.99
ACC106071,535936.46
ACC106072,464850.69
ACC106073,95797.50
ACC106074,870625.35
ACC106075,21888.59
ACC106076,444465.61
ACC106077,696295.34
ACC106078,752878.18
ACC106079,73073.84
ACC106080,120354.29
ACC106081,631739.32
ACC106082,498467.58
ACC106083,962030.56
ACC106084,950408.29
ACC106085,644237.15
ACC106086,960763.43
ACC106087,43020.37
ACC106088,160568.42
ACC106089,887147.93
ACC106090,983946.82
ACC106091,604726.76
ACC106092,581770.96
ACC106093,876897.78
ACC106094,846932.86
ACC106095,435318.61
ACC106096,20197.31
ACC106097,739586.41
ACC106098,235873.71
ACC106099,563742.29
ACC106100,206309.79
ACC106101,981575.59
ACC106102,847574.41
ACC106103,183244.11
ACC106104,577715.38
ACC106105,172106.66
ACC106106,431182.90
ACC106107,16201.13
ACC106108,298898.10
ACC106109,530790.33
ACC106110,963983.20
ACC106111,593352.11
ACC106112,257296.09
ACC106113,963543.69
ACC106114,229024.24
ACC106115,615471.44
ACC106116,40072.36
ACC106117,427219.31
ACC106118,227659.32
ACC106119,481417.71
ACC106120,319238.76
ACC106121,155779.39
ACC106122,118849.84
ACC106123,173314.82
ACC106124,144541.00
ACC106125,49411.80
ACC106126,159304.16
ACC106127,467386.52
ACC106128,563697.79
ACC106129,732468.19
ACC106130,704176.84
ACC106131,607667.77
ACC106132,668210.42
ACC106133,906523.92
ACC106134,67144.57
ACC106135,469453.31
ACC106136,580019.40
ACC106137,841216.63
ACC106138,701205.59
ACC106139,459921.72
ACC106140,139783.40
ACC106141,37816.04
ACC106142,987514.84
ACC106143,424885.45
ACC106144,141490.29
ACC106145,358709.08
ACC106146,688972.72
ACC106147,943069.36
ACC106148,630484.26
ACC106149,200154.94
ACC106150,668125.96
ACC106151,652708.73
ACC106152,512802.80
ACC106153,485771.94
ACC106154,85219.13
ACC106155,279583.99
ACC106156,852965.43
ACC106157,774262.88
ACC106158,851951.99
ACC106159,500872.44
ACC106160,765041.84
ACC106161,26868.20
ACC106162,809652.06
ACC106163,835399.72
ACC106164,217950.35
ACC106165,887955.93
ACC106166,847163.23
ACC106167,108010.94
ACC106168,270497.36
ACC106169,176014.98
ACC106170,653781.72
ACC106171,343858.90
ACC106172,394667.32
ACC106173,962113.45
ACC106174,126035.73
ACC106175,457419.20
ACC106176,977107.99
ACC106177,178615.59
ACC106178,214011.28
ACC106179,140994.74
ACC106180,78628.67
ACC106181,22621.27
ACC106182,273266.92
ACC106183,118359.05
ACC106184,339839.85
ACC106185,146199.22
ACC106186,962160.55
ACC106187,221015.72
ACC106188,697810.57
ACC106189,229030.37
ACC106190,811627.28
ACC106191,187313.59
ACC106192,683805.61
ACC106193,818559.43
ACC106194,985102.79
ACC106195,668359.27
ACC106196,445787.39
ACC106197,618173.64
ACC106198,510377.18
ACC106199,479307.05
ACC106200,631428.17
ACC106201,215284.40
ACC106202,122694.38
ACC106203,560182.07
ACC106204,807876.07
ACC106205,918482.57
ACC106206,189379.14
ACC106207,956907.05
ACC106208,803454.13
ACC106209,236170.81
ACC106210,740676.88
ACC106211,530653.42
ACC106212,493844.58
ACC106213,898246.21
ACC106214,309334.92
ACC106215,852026.38
ACC106216,811121.07
ACC106217,877513.50
ACC106218,522731.55
ACC106219,585920.04
ACC106220,448239.49
ACC106221,758554.75
ACC106222,746077.16
ACC106223,63142.04
ACC106224,444284.00
ACC106225,568763.24
ACC106226,643365.57
ACC106227,846108.36
ACC106228,296887.27
ACC106229,409169.47
ACC106230,494345.25
ACC106231,728047.90
ACC106232,387805.20
ACC106233,591544.62
ACC106234,460810.00
ACC106235,268232.08
ACC106236,495623.87
ACC106237,663061.69
ACC106238,243975.10
ACC106239,189758.95
ACC106240,26012.31
ACC106241,900526.63
ACC106242,606608.94
ACC106243,531372.15
ACC106244,934807.57
ACC106245,722862.74
ACC106246,128932.80
ACC106247,480683.77
ACC106248,42529.40
ACC106249,653137.42
ACC106250,956079.70
ACC106251,732996.29
ACC106252,860669.39
ACC106253,439966.99
ACC106254,47121.14
ACC106255,297682.75
ACC106256,940285.60
ACC106257,172616.26
ACC106258,11323.57
